;texto;classificacao
25;balanco do dia 21012022  07   acidentes 14    veiculos envolvidos 05    feridos 01     morto 1254  pessoas fiscalizadas 1096  veiculos fiscalizados 306   testes de alcoolemia 07     autuacao por alcoolemia 525  autos de infracao 84     veiculos recolhidos;0
26;comandantes das policias militares e bombeiros militares apoiam o dia mundial em memoria das vitimas de transito   vitimasdetransito acidentesdetransito rodovias policiamilitar bombeiros estradas ;0
27;1656 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
28;o trafego e lento na rodovia ayrton senna do km 13 ao km 15 em direcao ao interior devido acidente na faixa da esquerda no sentido de sao paulo o trafego segue normal;0
29;grave acidente na br 116 em teofilo otoni mg mata quatro pessoas entre elas uma jovem gravida  estradas minasgerais prf;0
30;falta de empatia e descaso marcam as investigaces do grave acidente com 5 mortos na br 316 no para  estradas prf mpf mppa para;0
31;colisao de onibus em poste na av saturnino de brito 653 na vila jardim faixa da direita esta bloq   eptcpoa;0
32;acidente entre 2 carros na av loureiro da silva 1330 no sent bc   eptc no local  eptcpoa;0
33;itapemirim desrespeita e ignora familia de passageira morta em acidente na br 101  via ;0
34; o entroncamento da d pedro i com a prof zeferino vaz no trevo de barao geraldo tem lentidao por conta de um acidente faixa da direita na entrada do distrito esta interditada  para atendimento ;0
35;6h03    em luz no km 548 da br 262 transito totalmente liberado onde ocorreu acidente envolvendo dois veiculos de carga;0
36;rodovia conego domenico rangoni c trafego congest do km 267 ao km 269 devido acidente as faixas 23 e  ecovias;0
37;acidente entre 2 carros na av vicente monteggia prox ao numero 2140 no sent bc   age  eptcpoa;0
38;a faixa da direita ja foi liberada no local do acidente no km 42 da ayrton senna sentido interior e o trafego ja comeca a fluir bem ;0
39;balanco do dia 20092021  010 acidentes  014 veiculos envolvidos  011 feridos  001 morto  419 pessoas fiscalizadas  367 veiculos fiscalizados  363 autos de infracao  020 veiculos retidos  001 pessoas detidas;0
40;dicascttu  se for acidente sem vitima tire o carro da via e faca o bo pelo link   transitorecife ;0
41;balanco do dia 10052021 09   acidentes 16   veiculos envolvidos 08   feridos 00   morto 58 pessoas fiscalizadas 52 veiculos fiscalizados 04   testes de alcoolemia 57 autos de infracao;0
42;acidente na manha desta sexta feira 7 por volta das 9h na sc 406 sentido rio vermelhoingleses no norte da ilha  o condutor de um automovel que se recusou a fazer o teste do bafometro saiu da rua dos pinheiros cortou a rodovia e colidiu em um onibus assista o video ;0
43;a policia civil trabalha na identificacao das outras sete pessoas que morreram no acidente  g1;0
44;o governador do estado romeu zema tambem lamentou o acidente e reforcou o servico das autoridades no socorro as vitimas jornaldarecord jr24h   ;0
45;engavetamento  anel rodoviario km 468 sentido vitoria envolvendo 02 automoveis e 02 caminhes;0
46;fim de tarde habitual no corredor dom pedro com transito mais carregado no entroncamento da d pedro i sp 065 com a anhanguera em campinas e tambem no trecho final da joao cereser sp 360 em jundiai nao ha acidentes ;0
47;nas rodovias federais do estado sem registros de acidentes graves no momento;0
48;cantora marilia mendonca morre em acidente de aviao  recordnews ;0
49;caminhoneiro viaja 1 mil km para agradecer equipe de hospital que o atendeu apos acidente no parana sao anjos  g1 g1pr ;0
50;atencao acidente entre carro e moto na r heitor kramer prox ao cruz c a av da serraria   a  eptcpoa;0
51;capotamento apos colisao entre veiculos deixa sete pessoas feridas na paraiba  ;0
52;as luzes do veiculo sao fundamentais para evitar o efeito de invisibilidade e reduzir a chance de acidentes conheca as luzes que compem o sistema de iluminacao do veiculo e para que servem  detranpeoficial transito respeito semananacionaldetransito  equipamentosobrig ;0
53;homem sem cnh provoca acidente com duas mortes na br 262 em mato grosso do sul  via ;0
54; tempo e chuvoso em igarata motoristas devem redobrar a atencao para evitar acidentes nao ha registro de ocorrencias nesta manha   transito e carregado no acesso a anhanguera pela rodovia joao cereser em jundiai local tem interdicao de faixa para implantacao de marginais ;0
55;acidente entre 2 carros na av vicente monteggia 921 no bairro cavalhada   eptc no local brigada mi  eptcpoa;0
56;acidente na ers 344 em santa rosa rs mata duas mulheres   estradas riograndedosul transporte;0
57;acidente entre 2 carros na av cairu 125   eptc no local samu em deslocamento  eptcpoa;0
58;balanco do dia 19012022  04    acidentes 06    veiculos envolvidos 03    feridos 01     morto 926  pessoas fiscalizadas 908  veiculos fiscalizados 178   testes de alcoolemia 01     autuacao por alcoolemia 358  autos de infracao 37     veiculos recolhidos;0
59;quando os freios superaquecem o motorista pouco pode fazer e as areas de escape sao fundamentais para a parada com seguranca desses veiculos sem risco de acidente ;0
60;cantora marilia mendonca morre em acidente de aviao enquanto seguia para show em caratinga minas gerais alem da artista bombeiros confirmaram a morte de outras quatro pessoas veja a cobertura completa as 19h45 no sbtbrasil ;0
61;transito e intenso neste fim de tarde no entroncamento da d pedro i com a anhanguera em campinas  nao ha acidentes e motorista encontra pistas secas apos um dia com pancadas de chuva em praticamente todo o corredor dom pedro ;0
62;balanco operacional do dia 07062021  08 acidentes 15 veiculos envolvidos 06 feridos 00 mortos 473 pessoas fiscalizadas 551 veiculos fiscalizados 582  autos de infracao  07 teste de alcoolemia   05   pessoas detidas;0
63;balanco do dia 01122021   005 acidentes  012 veiculos envolvidos  006 feridos  000 mortos  577 pessoas fiscalizadas  622 veiculos fiscalizados  018 veiculos recolhidos  169 autos de infracao  065 testes de alcoolemia 000 pessoas detidas;0
64;atendimento a acidentes e tema para simulado nesta segunda 19    estradas minasgerais;0
65;transito  voce sabia que os acidentes nao acontecem por um unico motivo mas sim por um conjunto de fatores confira agora 5 dicas fundamentais para evita los ;0
66;um acidente muito inusitado aconteceu no ultimo sabado 04 de dezembro quando um aviao pzl 110 koliber 150 precisou fazer um pouso de emergencia na alemanha ;0
67;obras que sao realizadas hoje nao causam reflexos no transito que flui bem em todo o corredor dom pedro tarde comeca ensolarada e sem registro de acidentes    prof zeferino vaz km 122 paulinia bloqueio na pista sentido campinas ;0
68;trio e preso suspeito de tentar atropelar policiais durante abordagem em joao pessoa g1 g1paraiba   ;0
69;transito ja e intenso neste fim de tarde nos acessos a anhanguera pela rodovia d pedro i em campinas e joao cereser em jundiai excesso de veiculos ocorre por conta do horario de pico acentuado das sextas feiras nao ha acidentes ;0
70;colisao entre carro e moto na av wenceslau escobar prox ao numero 2150 no sent bc   age  eptcpoa;0
71;bom dia tempo bom e sem acidentes em todo o trecho administrado pela  ;0
72;transito flui bem neste inicio de tarde em todo o corredor dom pedro mesmo nos pontos em obras nao ha acidentes e tempo e estavel;0
73; tempo e bastante nublado no corredor dom pedro em alguns pontos garoa motoristas devem manter a atencao redobrada   transito flui bem nesta manha tambem nao ha registro de acidentes obras previstas para hoje podem ser suspensas por conta das condices climaticas ;0
74;sexta vitima do acidente na br 153 sera sepultada neste domingo 26  via ;0
75; a d pedro i tem lentidao neste fim de tarde em atibaia pista sentido jacarei tem interdicao de faixa no km 67 por conta de um acidente ;0
76;balanco do dia 23082021   004 acidentes  007 veiculos envolvidos  002 feridos  002 morto  191 pessoas fiscalizadas  170 veiculos fiscalizados  008 testes de alcoolemia  263 autos de infracao 005 veiculos recolhidos  002 veiculo recuperado 002 pessoas detidas;0
77;ex ministro eduardo pazuello sofre acidente de moto e e internado  recordnews ;0
78;cerca de 95 dos acidentes envolvendo caminhes no brasil poderiam ser evitados salvando a vida de quase 5 mil caminhoneiros por ano ;0
79;balanco do dia 29072021   008 acidentes  011 veiculos envolvidos  008 feridos  001 morto  266 veiculos fiscalizados  333 pessoas fiscalizadas  363 autos de infracao  002 pessoas detidas  002 veiculos recuperados;0
80;policial rodoviario foi atender a acidente de onibus e uma das vitimas fatais era o proprio pai  via ;0
81;atencao atropelamento por carro na cruz das ruas sargento nicolau dias de farias e general rondon n  eptcpoa;0
82;2042 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
83;capotamento na sc 401 altura do km 4400 na vargem grande em florianopolis no inicio da manha desta quinta feira 8 o acidente aconteceu por volta das 7h a condutora do renaultsandero acabou tendo que ser conduzida ao hospital celso ramos com fratura no braco esquerdo ;0
84;balanco operacional do dia 06052021 09 acidentes 015 veiculos envolvidos 13 ferido 00 mortos 149 pessoas fiscalizadas 144 veiculos fiscalizados 03 testes de alcoolemia 285 autos de infracao 03 pessoas detidas;0
85;balanco do dia 02022022  001 acidente  004 veiculos envolvidos  002 ferido  000 mortos  877 pessoas fiscalizadas  831 veiculos fiscalizados  110 testes de alcoolemia  434 autos de infracao  042 veiculos recolhidos 003 pessoas detidas;0
86;acidente entre carro e moto na av manoel elias 2279 no sent nortesul   eptc no local samu e briga  eptcpoa;0
87;balanco do dia 16012022 12    acidentes 16    veiculos envolvidos 13    feridos 06   mortos 514 pessoas fiscalizadas 459 veiculos fiscalizados 83   testes de alcoolemia 06   autuaces por alcoolemia 133 autos de infracao 15   veiculos recolhidos;0
88;condutora de veiculo e retirada das ferragens apos acidente na manha desta terca feira 14 na via expressa sul em florianopolis o semaforo na altura do km 32 estava desligado e os veiculos um vwgol e um fiatuno acabaram se chocando ;0
89;vit de acidente pessoal dedo em maquina de corte r dr diogo de faria 1226  vila mariana 2 vtrs aguardo mais inf 193 ;0
90;casal fica ferido em acidente na al 405 em rio largo  alagoas maceio noticias ;0
91;faixa da esquerda ja foi liberada na altura do km 19 que estava bloqueada por conta de um acidente o trafego segue lento na ayrton senna em direcao a capital paulista do km 20 ao 18 ;0
92; acidente encerrado  faixa liberada  dersp;0
93;colisao entre 2 veiculos na av para x av sao pedro  agentes da eptc no local  eptcpoa;0
94;chove em campinas nesse final de tarde de quinta  o entroncamento entre as rodovias d pedro i e anhanguera apresenta transito moderado tipico do horario  o restante do corredor dom pedro se mantem tranquilo e sem acidentes as obras realizadas hoje ja foram encerradas ;0
95;1818 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
96;itabaianase prf flagra motociclista embriagado envolvido em acidente   ;0
97;colisao na es 080 deixa uma pessoa morta  estradas espiritosanto;0
98;voce sabia que acidentes no transito representam a 3 causa de morte no pais atras de doencas cardiacas e cancer em sua viagem respeite a sinalizacao e zele pela seguranca de todos se precisar de ajuda conte conosco 0800 940 0700 eco050 ;0
99;prf identifica motorista que fugiu apos acidente   ;0
100;o motorista se envolveu em um acidente de transito na rodovia entre os municipios goianos de quirinopolis e santa helena de goias e depois da demissao entrou na justica para reverter o encerramento de contrato ;0
101;3012br 476 rodovia do xisto em curitiba km 145 acidente com automoveis no canteiro central proximo a electrolux fluxo no momento normal dois sentidos 1714 grupobr277 ;0
102;atencao acidente envolvendo carro e lotacao na av bento goncalves cruz c av antonio de carvalho   eptcpoa;0
103;motorista bebado provoca acidente na br 222 no maranhao   estradas leiseca ;0
104;a lentidao na rodovia ayrton senna sentido sao paulo agora vai do km 23 ao km 21 devido acidente na faixa da esquerda em direcao ao interior e nas rodovias helio smidt e carvalho pinto o trafego esta normal;0
105;flavio carneiro da cunha de 42 anos era mecanico e estaria alcoolizado no momento do acidente portalcorreio ;0
106;balanco do dia 06072021 07   acidentes 11   veiculos envolvidos 10   feridos 00   mortos 209 pessoas fiscalizadas 193 veiculos fiscalizados 155 autos de infracao;0
107;quando possivel evite andar de bicicleta em rodovias durante o periodo noturno a diminuicao da visibilidade pode gerar risco de acidentes ;0
108;atencao acidentes de pequena monta deixam o transito lento entre balneario camboriu e itajai na pista de sentido norte da br 101 redobre os cuidados ao transitar pelo local;0
109;nesta quarta 21 a pmrv evitou mais um atropelamento de animal ja que flagraram um cavalo solto as margens da sc 404 no itacorubi em florianopolis   o animal foi levado ate um local seguro e entregue a um cidadao que apareceu e informou que conhecia o seu dono ;0
110;10h14min   interdicao da faixa da esquerda da br 101 sentido joao pessoanatal proximo a jacarauna aquaplanagem sem feridos via sinalizada prf no local transitojampa ;0
111;em vargemsp na rodovia fernao dias no km 09 sentido sul em 14012022 as 09h30 ocorreu uma interdicao parcial da pista com a faixa da esquerda interditada devido acidente de transito sem vitimas local sem desvio transito fluindo pela faixa da direita e acostamento;0
112;duas pessoas morrem em acidente na br 386 em soledade rs  via ;0
113;acidentes com motos matam 2 e ferem 1 em ribeirao preto sp  via ;0
114;uma camera de seguranca registrou o momento do acidente  g1;0
115;0721 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
116;transito e tranquilo em todo corredor dom pedro mesmo nos pontos em obras  dia segue bastante nublado mas nao chove tambem nao ha acidentes neste inicio de tarde ;0
117;a rodovia ayrton senna tem trafego lento do km 21 ao km 19 no sentido de sao paulo reflexo de acidente demais trechos sob concessao  estao com trafego normal;0
118;06h40   bom dia no momento nao ha ocorrencia relevante nas rodovias federais sob circunscricao da prfes  dirijam com seguranca respeitem a sinalizacao e tenham todos uma boa viagem em caso de acidentes liguem prf 191  pm 190 samu 192  cbmes 193  eco101   0800 7701 101;0
119;10h50   pista interditada novamente para destombamento da carreta ;0
120;balanco do dia 09082021   06 acidentes  14 veiculos envolvidos  14 feridos  02 mortos  279 pessoas fiscalizadas c abordagem 248 veiculos fiscalizados c abordagem 68 testes de alcoolemia  268 notificaces de autuacao 22 veiculos recolhidos  01 pessoa detida;0
121;pca dr joao mendes 100 se vitima mascadultofraturas nas pernasestavel de atropelamento por  ;0
122;colisao envolvendo seis veiculos fecha a serra das araras em paracambi rj  via ;0
123;transito flui bem em todo o corredor dom pedro inclusive nos pontos em obras nao ha acidentes nesta tarde e tempo segue bastante ensolarado  ;0
124;acidente aconteceu nessa terca feira 11 em estrada no interior de sao paulo portalcorreio ;0
125;a rodovia ayrton senna tem trafego lento do km 31 ao km 29 no sentido de sao paulo devido acidente na faixa da esquerda;0
126; atencao  interdicao na faixa 2 e no acostamento da direita no km 54 norte em uberlandia mg devido a tombamento trafego flui sem congestionamento pela faixa 1 concessionaria com equipes no local;0
127;1832  atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
128;defesa de acusado de causar acidente que matou boy ingressa com novo habeascorpus ;0
129;a lentidao na ayrton senna sentido interior agora vai do km 18 ao km 21 por conta do acidente ;0
130;motorista morre e mulher fica ferida em acidente na paraiba  ;0
131;nao impeca o fechamento das portas do trem alem do risco de acidentes voce pode danificar equipamentos e atrasar a viagem de todos ;0
132;acidente na via anhanguera mata um e deixa dois feridos em sumare  via ;0
133;em curitiba as ocorrencias de acidentes de transito envolvendo motociclistas aumentaram 139 no primeiro semestre deste ano quando comparado com o mesmo periodo do ano passado ;0
134;simulado de acidente  acontece agora um treinamento para capacitar equipes para atuar de forma eficiente e integrada em eventuais ocorrencias alem das equipes da eco101 participam   samu   e movitran ;0
135;br116   km 848 vitoria da conquista trafego fluindo normal no local onde houve o acidente;0
136;eptg acidente proximo a residencia oficial do governador deixa transito parado estrutural e melhor opcao no momento;0
137;registro de chuva em trechos da br 101 entre mimoso do sul e pedro canario reduza a velocidade e evite acidentes;0
138; uma faixa liberada na pista expressa mas ainda segue com bloqueio parcial por conta do acidente e trafego congestionado desde o km 24;0
139;balanco do dia 11092021  009 acidentes  014 veiculos envolvidos  009 feridos  000 morto  177 pessoas fiscalizadas  150 veiculos fiscalizados  007 testes de alcoolemia  095 autos de infracao  009 veiculos retidos  001 pessoas detidas;0
140;transito aumentado mas sem acidentes nas rodovias federais que cortam a rmbh;0
141;transito flui bem em todo o corredor dom pedro neste inicio de tarde nao ha acidentes  tempo e nublado mas nao chove ;0
142;1645 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
143;acidente entre carro e onibus na av nonoai 1458   eptc no local  eptcpoa;0
144;atencao atualizacao interdicao total sentido sul no km 298440 para destombamento de carreta congestionamento de 500 metros ;0
145;atualizado as 12h13  rodovia d pedro i apresenta lentidao no transito em atibaia devido a obra no km 74 no entroncamento com a fernao dias   o restante do corredor dom pedro o transito flui bem e sem acidentes ;0
146;campos novos por volta das 10h desta sexta 21 a pmrv atendeu acidente de transito somente com danos materiais do tipo saida de pista seguida de tombamento o fato ocorreu na sc 135 precisamente no km  171750 em campos novos envolvendo um caminhao vw 23220 ;0
147;balanco do dia 11122021   007 acidentes  010 veiculos envolvidos  009 feridos  000 morto  483 pessoas fiscalizadas  388 veiculos fiscalizados  028 veiculos recolhidos  212 autos de infracao  270 testes de alcoolemia 001 veiculo recuperado 003 pessoas detidas;0
148;transito habitual de fim de tarde em pontos caracteristicos do corredor dom pedro nao ha registro de acidentes  em campinas ha excesso de veiculos para motoristas no entroncamento da d pedro i sp 065 com a anhanguera ;0
149;transito e intenso em campinas tipico do fim de tarde nao ha contudo pontos de lentidao tambem nao ha registro de acidentes e as obras que eram realizadas hoje ja foram concluidas ;0
150;balanco do dia 06102021   005 acidentes  010 veiculos envolvidos  002 feridos  000 morto 438 pessoas fiscalizadas  348 veiculos fiscalizados  321 autos de infracao  038 veiculos recolhidos  004 veiculo recuperado  009 pessoas detidas;0
151;1655 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
152;desde o fim da noite de ontem os fiscais da agetransp apuram as circunstancias de um acidente com um trem do metro entre coelho neto e acari onde parte de uma passarela provisoria caiu sobre a via apos ser atingida por um caminhao nao ha informaces de feridos  ;0
153;transito ja flui bem em todo o corredor dom pedro apos uma manha ainda intensa na saida para o feriado somente na d pedro i foram quase 190 mil veiculos entre a 0h de sexta e as 10h deste sabado nenhum acidente grave foi registrado no periodo;0
154;1131 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
155;sc   br 101 acidente na subida do morro dos cavalos palhoca sentido norte do estado engarrafamento ja se estende ate o maciambuacesso a praia do sonho;0
156;0300 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
157;bons niveis de trafego em praticamente todo o corredor dom pedro tarde comeca sem acidentes e com ceu ensolarado  transito lento somente no trecho final da joao cereser sp 360 em jundiai a partir da altura da geraldo dias na pista sentido anhanguera ;0
158;acidente entre carro e moto na r frederico mentz 840 no bairro navegantes   eptc samu e brigada mili  eptcpoa;0
159;referente ao acidente do km 42 a pista foi totalmente liberada no sentido paranagua e as equipes de limpeza finalizaram os servicos o  final de fila esta no km 44;0
160;transito e intenso em campinas  motorista reduz a velocidade em pontos especificos como o acesso da prof zeferino vaz a d pedro i em barao e o entroncamento da d pedro i com a anhanguera  nao ha acidentes e as obras que eram realizadas ja foram encerradas ;0
161;755 colisao entre 2 veiculos na av baltazar de oliveira garcia prox ao numero 3077   agentes da eptc  eptcpoa;0
162;anr km 537 sentido es tombamento de autopropelido guindaste sem vitima pista marginal interditada transito lento na principal devido a quantidade de veiculos;0
163;colisao entre carro e onibus deixa um morto e dois feridos em maceio  alagoas maceio noticias ;0
164;colisao envolvendo 2 veiculos na av protasio alves 4280 sent bc   agentes da eptc em d  eptcpoa;0
165;18h15   em linhares pista central continua parcialmente interditada no sentido vitoria no acidente foram envolvidos uma carreta e uma bicicleta transito desviado pela pista lateral ;0
166;quatro morrem e 34 ficam feridos em acidente com onibus em tiangua ce  via ;0
167;prfal inicia operacao independencia 2020 nas rodovias federais  a operacao vai ate o ultimo minuto de segunda feira e abrange os pontos criticos de possiveis acidentes e criminalidade  saiba mais   policia rodoviaria federal  sistema de comunicacao social ;0
168;fim de tarde e com transito carregado para o motorista que deixa a d pedro i para acessar a anhanguera em campinas excesso de veiculos ocorre por conta do horario de pico nao ha acidentes no local ;0
169;0840 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
170;ciclistas fazem protesto em sp apos morte de colega atropelado na rodovia dos imigrantes gt    g1saopaulo;0
171;crianca de 2 anos morre em acidente na br 285 em lagoa vermelha rs  via ;0
172;sao bons os niveis de trafego em todo o corredor dom pedro tarde comeca ensolarada e sem registro de acidentes  as obras no pavimento que eram realizadas em valinhos ja foram concluidas ;0
173;balanco do dia 22112021  006 acidentes  012 veiculos envolvidos  007 feridos  001 morto  398  pessoas fiscalizadas  289 veiculos fiscalizados 028 veiculos recolhidos  216  autos de infracao  049 testes de alcoolemia;0
174;motorista encontra transito lento na chegada ao trevo de barao geraldo vindo de paulinia pela prof zeferino vaz sp 332 nesta quarta feira outro ponto com transito carregado e na joao cereser sp 360 em jundiai proximo ao acesso a anhanguera nao ha registro de acidentes ;0
175;1134 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
176;bom dia galera a rodovia ayrton senna tem trafego lento do km 20 ao km 14 na chegada a sao paulo devido acidente que bloqueia duas faixas no sentido do interior o motorista encontra trafego normal tempo bom ;0
177;balanco do dia 22072021 08   acidentes 13   veiculos envolvidos 11   feridos 00   morto 808 veiculos fiscalizados 882 pessoas fiscalizadas 12   testes de alcoolemia 309 autos de infracao;0
178;balanco operacional do dia 13062021  07 acidentes 11 veiculos envolvidos 07 feridos 00 mortos 135 pessoas fiscalizadas 137 veiculos fiscalizados 143  autos de infracao;0
179;08h00   bom dia dirigir sob chuva requer atencao e cuidados redobrados evite acidentes reduza a velocidade e aumente a distancia do veiculo a sua frente  dependendo da intensidade da chuva considere a possibilidade de aguardar a chuva passar em local seguro ;0
180;colisao em muro por auto marg do tiete sent centro prox a ponte dos remedios de acordo c os  ;0
181;transito segue bom no corredor dom pedro dia segue nublado na maior parte do trecho mas nao chove nao ha acidentes neste inicio de tarde ;0
182;balanco do dia 25092021  007 acidentes  010 veiculos envolvidos  005 feridos  002 morto  676 pessoas fiscalizadas  564 veiculos fiscalizados  316 autos de infracao  024 veiculos retidos  002 pessoas detidas 001 veiculos recuperados;0
183; ha congestionamento na rodovia d pedro i sp 065 sentido jacarei na altura de valinhos pista tem interdicao de faixa para obras de recuperacao do pavimento no km 116  demais pontos em obras nao causam reflexo no transito tarde comeca ensolarada e sem acidentes ;0
184;bombeiros sao atropelados durante combate a incendio em rodovia da paraiba g1 g1paraiba   ;0
185;atencaoacidente entre carro e caminhao na av ipiranga x r 18 de setembro   eptc no local  eptcpoa;0
186;balanco do dia 20082021 11    acidentes 15    veiculos envolvidos 11    feridos 01    morto 418  pessoas fiscalizadas 373 veiculos fiscalizados 16    testes de alcoolemia 460 autos de infracao 07   pessoas detidas;0
187;transito e bom em todo o corredor dom pedro mesmo nos pontos com bloqueios para obras tarde comeca sem acidentes e com sol intenso ;0
188;acidente entre carro e moto na av ceara 219   eptc no local samu e brigada militar em deslocamento  eptcpoa;0
189;acidentes com animais peconhentos aumentam entre outubro e marco no parana  g1 g1pr ;0
190;a aquaplanagem e uma situacao de perigo que foge ao controle do condutor siga estas instruces e diminua as chances de envolver se em um acidente ;0
191;0627 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
192;alem de representar uma parada nao programada e interromper a viagem a pane seca pode ser a causa de acidentes e congestionamentos especialmente em periodos de grandes fluxos de veiculos ;0
193; acidente registrado no inicio da tarde desta sexta feira 10 na sc 418 em joinvillefoi uma saida de pista seguida de choque em muro o caminhao acabou comprometendo a entrada de tres residencias ;0
194; detectar o cancer de mama precocemente aumenta muito a chance de cura e reduz de forma consideravel a mortalidade pela doenca para se ter ideia um em cada tres casos de cancer pode ser curado se for descoberto logo no inicio  prf outubrorosa cancerdemama;0
195;crianca de 3 anos morre depois de ser atropelada por caminhao em sao jose dos pinhais  g1pr g1 ;0
196;trafego e bom no corredor dom pedro motorista contudo encontra pistas molhadas em alguns pontos embora nao chova nao ha acidentes nesta manha  unico ponto com transito mais carregado e no trecho final da joao cereser sp 360 em jundiai ;0
197;17h00min   em bayeux interdicao temporaria no retorno sentido santa ritajoao pessoa proximo a bifurcacao das brs 101 e 230 acidente com ferido vitima socorrida via sinalizada prf no local transitojampa ;0
198;o farol baixo aumenta a sua visibilidade reduzindo o risco de acidente ;0
199;ciclista morre atropelada por caminhao em via marginal de acesso a br 277 em sao jose dos pinhais  g1 g1pr ;0
200;obras nao causam reflexos no transito tarde tambem comeca com tempo ensolarado e sem registro de acidentes ;0
201;acidente na rodovia castello branco deixa 4 vitimas em osasco na grande sp g1sp  g1saopaulo;0
